position,variable,label,primary_category,tags,missing_pct,missingness_band,model1_status,model1_available_pre_outcome,model1_leakage_risk,model1_leakage_basis,model1_reason,model2_status,model2_available_pre_outcome,model2_leakage_risk,model2_leakage_basis,model2_reason,source_url
157,con20,Rules about using own phone,DIGITAL,DIGITAL;CANDIDATE_MODEL_1;CANDIDATE_MODEL_2,11.2274,LOW_UNDER_25,CANDIDATE_CONDITIONAL,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",CANDIDATE_CONDITIONAL,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V157?name=con20
158,con21,Received scam text or call,DIGITAL,DIGITAL;EXCLUDED,11.2274,LOW_UNDER_25,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,https://microdata.worldbank.org/catalog/7900/variable/F1/V158?name=con21
159,con22,Sent money to scammer,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,72.3121,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,MODERATE,Post-access digital experience that may occur after adoption.,72.31% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,MODERATE,Post-access digital experience that may occur after adoption.,72.31% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V159?name=con22
160,con23,Received unwanted or offensive messages,DIGITAL,DIGITAL;EXCLUDED,11.2274,LOW_UNDER_25,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,https://microdata.worldbank.org/catalog/7900/variable/F1/V160?name=con23
161,con24,Used the internet in the past 7 days,DIGITAL,DIGITAL;EXCLUDED,0.0,NONE,EXCLUDE_REDUNDANT,YES,LOW,Plausibly available as a profile characteristic before prediction.,Component/nested measure retained through the complete `internet_use` indicator instead.,EXCLUDE_REDUNDANT,YES,LOW,Plausibly available as a profile characteristic before prediction.,Component/nested measure retained through the complete `internet_use` indicator instead.,https://microdata.worldbank.org/catalog/7900/variable/F1/V161?name=con24
162,con25,Used the internet in the past 3 months,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,54.1389,HIGH_50_TO_74,EXCLUDE_REDUNDANT,YES,LOW,Plausibly available as a profile characteristic before prediction.,Component/nested measure retained through the complete `internet_use` indicator instead.,EXCLUDE_REDUNDANT,YES,LOW,Plausibly available as a profile characteristic before prediction.,Component/nested measure retained through the complete `internet_use` indicator instead.,https://microdata.worldbank.org/catalog/7900/variable/F1/V162?name=con25
163,con26,Frequency of internet use,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,40.2474,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V163?name=con26
164,con27,Purchase a data package,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,40.2474,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V164?name=con27
165,con28,Frequency of data package purchase,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,47.6689,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V165?name=con28
166,con29,Connect to the internet only through free WiFi,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,92.5785,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,92.58% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,92.58% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V166?name=con29
167,con30a,Sent a voice message from a mobile phone,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V167?name=con30a
168,con30b,Sent a photo from a mobile phone,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V168?name=con30b
169,con30c,Used social media on a mobile phone,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V169?name=con30c
170,con30d,Read about news or current events online,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V170?name=con30d
171,con30e,Accessed educational information online,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V171?name=con30e
172,con30f,Earned money online,DIGITAL,DIGITAL;EXCLUDED,33.6822,MODERATE_25_TO_49,EXCLUDE_CONCEPTUAL,CONDITIONAL,MODERATE,Contemporaneous preference or activity rather than stable pre-outcome access.,Contemporaneous preference or activity rather than stable pre-outcome access.,EXCLUDE_CONCEPTUAL,CONDITIONAL,MODERATE,Contemporaneous preference or activity rather than stable pre-outcome access.,Contemporaneous preference or activity rather than stable pre-outcome access.,https://microdata.worldbank.org/catalog/7900/variable/F1/V172?name=con30f
173,con30g,Accessed government services or searched for government information online,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V173?name=con30g
174,con30h,Searched or applied for a job online,DIGITAL,DIGITAL;CANDIDATE_MODEL_2,33.6822,MODERATE_25_TO_49,EXCLUDE_MODEL_SCOPE,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,Reserved for the other model's distinct feature blueprint; not required for this model's initial scope.,CANDIDATE_CONDITIONAL,CONDITIONAL,MODERATE,Recent digital activity overlaps the mobile-money adoption period but is not the target.,"Relevant pre-outcome characteristic, but routing, temporal overlap, or structural missingness requires Phase 3 handling.",https://microdata.worldbank.org/catalog/7900/variable/F1/V174?name=con30h
175,con31a,Reason for no smartphone: not enough money,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V175?name=con31a
176,con31b,Reason for no smartphone: data plan is too expensive,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V176?name=con31b
177,con31c,Reason for no smartphone: no reliable coverage,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V177?name=con31c
178,con31d,Reason for no smartphone: difficulties reading or typing on a smartphone,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V178?name=con31d
179,con31e,Reason for no smartphone: family or community disapproval,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V179?name=con31e
180,con31f,Reason for no smartphone: worried about safety or security,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V180?name=con31f
181,con31g,Reason for no smartphone: use someone else's smartphone,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V181?name=con31g
182,con31h,Reason for no smartphone: no need,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,66.6032,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,66.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V182?name=con31h
183,con32,Main reason for not having a smartphone,DIGITAL,DIGITAL;HIGH_MISSING;EXCLUDED,70.5994,HIGH_50_TO_74,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,70.60% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,70.60% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V183?name=con32
184,fin46,ID ownership,IDENTITY,IDENTITY;CANDIDATE_MODEL_1;CANDIDATE_MODEL_2,0.0,NONE,CANDIDATE_CORE,YES,LOW,Plausibly available as a profile characteristic before prediction.,Interpretable pre-outcome profile characteristic with usable coverage.,CANDIDATE_CORE,YES,LOW,Plausibly available as a profile characteristic before prediction.,Interpretable pre-outcome profile characteristic with usable coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V184?name=fin46
185,fin47,Foundational ID has been used without permission for illegal purposes,IDENTITY,IDENTITY;EXCLUDED,12.274,LOW_UNDER_25,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,EXCLUDE_POST_OUTCOME,NO,MODERATE,Post-access digital experience that may occur after adoption.,Post-access digital experience that may occur after adoption.,https://microdata.worldbank.org/catalog/7900/variable/F1/V185?name=fin47
186,fin48a,Reason no ID: Have another ID,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V186?name=fin48a
187,fin48b,Reason no ID: Do not need an ID,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V187?name=fin48b
188,fin48c,Reason no ID: Too expensive,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V188?name=fin48c
189,fin48d,Reason no ID: No documents,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V189?name=fin48d
190,fin48e,Reason no ID: Travel too far,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V190?name=fin48e
191,fin48f,Reason no ID: Uncomfortable sharing information,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V191?name=fin48f
192,fin49a,Challenge: Receiving financial support from the government,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V192?name=fin49a
193,fin49b,Challenge: Using financial services,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V193?name=fin49b
194,fin49c,Challenge: Obtaining a SIM card,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V194?name=fin49c
195,fin49d,Challenge: Participating in elections,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V195?name=fin49d
196,fin49e,Challenge: Applying for a job,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V196?name=fin49e
197,fin49f,Challenge: Receiving medical care,IDENTITY,IDENTITY;HIGH_MISSING;EXCLUDED,87.726,HIGH_75_PLUS,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,EXCLUDE_HIGH_MISSING,CONDITIONAL,LOW,Plausibly available as a profile characteristic before prediction.,87.73% structurally missing; insufficient standalone coverage.,https://microdata.worldbank.org/catalog/7900/variable/F1/V197?name=fin49f
198,fin50,Online digital ID ownership,IDENTITY,IDENTITY;HIGH_MISSING;ALL_MISSING;LOW_VARIANCE;EXCLUDED,100.0,ALL_MISSING,EXCLUDE_ALL_MISSING,NO,LOW,Plausibly available as a profile characteristic before prediction.,No observed values in Eswatini; conceptual leakage risk is LOW.,EXCLUDE_ALL_MISSING,NO,LOW,Plausibly available as a profile characteristic before prediction.,No observed values in Eswatini; conceptual leakage risk is LOW.,https://microdata.worldbank.org/catalog/7900/variable/F1/V198?name=fin50
199,fin51,Online digital ID has been used on phone or computer to confirm identity online,IDENTITY,IDENTITY;HIGH_MISSING;ALL_MISSING;LOW_VARIANCE;EXCLUDED,100.0,ALL_MISSING,EXCLUDE_ALL_MISSING,NO,LOW,Plausibly available as a profile characteristic before prediction.,No observed values in Eswatini; conceptual leakage risk is LOW.,EXCLUDE_ALL_MISSING,NO,LOW,Plausibly available as a profile characteristic before prediction.,No observed values in Eswatini; conceptual leakage risk is LOW.,https://microdata.worldbank.org/catalog/7900/variable/F1/V199?name=fin51
